Issuer,Ticker,Coupon,Maturity,Issue Date,ISIN,Principal Currency,Country of Issue,Issuer Type,Instrument Type,Coupon Type,Amount Issued (USD),Bond Grade,Yield to Maturity,Option Adjusted Spread,Amount Outstanding,Parent Domicile,Sector,Rating,Actual,Outlook,Watch,Scope
International Game Technology PLC,IGT,3.5000,14/07/2024,26/06/2018,XS1844998192,Euro,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"535,997,598",High Yield,4.0847490,115.5,"300,041,000",,Gaming,BB+,Actual,Rating Outlook Stable,,Foreign
Tenet Healthcare Corp,THC,4.6250,14/07/2024,29/07/2018,US88033GCS75,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"1,870,000,000",High Yield,5.3656410,51.1,"756,260,000",United States,Health Care Facilities,B+,Actual,Rating Outlook Stable,,Foreign
Intesa Sanpaolo SpA,ISP,0.5000,14/07/2024,14/10/2018,IT0005347916,Euro,Italy,Corporate,Obbligazione Bancaria Garantita (Covered Bond),Plain Vanilla Fixed Coupon,"267,998,799",Investment Grade,3.6346450,66.6,"250,000,000",Italy,Banking,BBB,Actual,Rating Outlook Stable,,Foreign
Orange SA,ORAN,1.1250,14/07/2024,14/01/2019,FR0013396512,Euro,France,Corporate,Bond,Plain Vanilla Fixed Coupon,"1,339,993,996",Investment Grade,3.4114020,44.7,"1,250,000,000",France,Telecommunications,BBB+,Actual,Rating Outlook Stable,,Foreign
Bpce SA,BPCE,1.0000,14/07/2024,14/01/2019,FR0013396447,Euro,France,Corporate,Bond,Plain Vanilla Fixed Coupon,"1,339,993,996",Investment Grade,3.5373180,57.1,"1,250,000,000",France,Banking,A+,Actual,Rating Outlook Negative,,Foreign
Vistra Operations Company LLC,VSTVIO,3.5500,14/07/2024,10/06/2019,USU9226VAC10,US Dollar,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"1,200,000,000",Investment Grade,6.4586870,166.5,"1,200,000,000",United States,Utility - Other,BB+,Actual,Rating Outlook Negative,,Foreign
Vistra Operations Company LLC,VSTVIO,3.5500,14/07/2024,10/06/2019,US92840VAD47,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"1,500,000,000",Investment Grade,6.4008430,159.6,"1,500,000,000",United States,Utility - Other,BB+,Actual,Rating Outlook Negative,,Foreign
Stericycle Inc,SRCL,5.3750,14/07/2024,13/06/2019,US858912AF50,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"600,000,000",High Yield,6.1197580,126.6,"600,000,000",United States,Industrials - Other,BB,Actual,Rating Outlook Stable,,Foreign
Stericycle Inc,SRCL,5.3750,14/07/2024,13/06/2019,USU85881AB39,US Dollar,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"600,000,000",High Yield,6.1197580,127.7,"600,000,000",United States,Industrials - Other,BB,Actual,Rating Outlook Stable,,Foreign
Nextera Energy Operating Partners LP,NEPNEO,4.2500,14/07/2024,26/06/2019,US65342QAK85,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"700,000,000",High Yield,6.5014730,169.6,"700,000,000",United States,Utility - Other,BB+,Actual,Rating Outlook Stable,,Foreign
Nextera Energy Operating Partners LP,NEPNEO,4.2500,14/07/2024,26/06/2019,USU6500TAF22,US Dollar,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"700,000,000",High Yield,7.0798890,228.8,"700,000,000",United States,Utility - Other,BB+,Actual,Rating Outlook Stable,,Foreign
Posco Holdings Inc,POSCO,2.7500,14/07/2024,14/07/2019,US693483AE93,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"500,000,000",Investment Grade,5.5002220,69.3,"500,000,000",South Korea,Metals/Mining,WD,Actual,Rating Outlook Stable,,Foreign
Posco Holdings Inc,POSCO,2.7500,14/07/2024,14/07/2019,USY70750BL04,US Dollar,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"500,000,000",Investment Grade,5.4850220,69.0,"500,000,000",South Korea,Metals/Mining,WD,Actual,Rating Outlook Stable,,Foreign
FS KKR Capital Corp,FSK,4.6250,14/07/2024,14/07/2019,US302635AD99,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"400,000,000",Investment Grade,6.3083770,150.1,"400,000,000",United States,Financial - Other,BBB-,Actual,Rating Outlook Stable,,Foreign
Occidental Petroleum Corp,OXY,3.4500,14/07/2024,17/09/2019,US674599DA04,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"233,062,000",High Yield,6.2597960,145.4,"95,820,000",United States,Oil and Gas,BB+,Actual,Rating Outlook Positive,,Foreign
Walt Disney Co,DIS,9.5000,14/07/2024,25/11/2019,US254687CX28,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"192,741,000",Investment Grade,5.0871150,27.4,"192,741,000",United States,Service - Other,A-,Actual,Rating Outlook Stable,,Foreign
Vistra Operations Company LLC,VSTVIO,3.5500,14/07/2024,14/11/2019,USU9226VAG24,US Dollar,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"300,000,000",Investment Grade,6.4586870,166.5,"300,000,000",United States,Utility - Other,BB+,Actual,Rating Outlook Negative,,Foreign
Calumet Specialty Products Partners LP,CLMT,9.2500,14/07/2024,4/08/2020,US131477AU50,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"200,000,000",High Yield,8.4742280,173.2,"200,000,000",United States,Oil and Gas,WD,Actual,Rating Outlook Negative,,Foreign
Calumet Specialty Products Partners LP,CLMT,9.2500,14/07/2024,4/08/2020,USU13077AK59,US Dollar,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"200,000,000",High Yield,8.4742280,172.8,"200,000,000",United States,Oil and Gas,WD,Actual,Rating Outlook Negative,,Foreign
Dell International LLC,DELLN,4.0000,14/07/2024,21/06/2021,US24703TAB26,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"996,070,000",Investment Grade,5.3783650,56.8,"996,070,000",United States,Financial - Other,BBB,Actual,Rating Outlook Stable,,Foreign
Investitionsund Strukturbank Rheinland-Pfalz ISB,IVDST,0.0100,14/07/2024,14/07/2021,DE000A3E5UC0,Euro,Germany,Corporate,Inhaberschuldverschreibung,Plain Vanilla Fixed Coupon,"107,199,519",Investment Grade,3.4109760,44.6,"100,000,000",,Financial - Other,AAA,Actual,Rating Outlook Stable,,Foreign
Realty Income Corp,O,3.8750,14/07/2024,24/06/2014,US756109AQ72,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"350,000,000",Investment Grade,5.2483690,43.6,"350,000,000",United States,Real Estate Investment Trust,WD,Actual,,,Foreign
Hess Corp,HES,3.5000,14/07/2024,23/06/2014,US42809HAF47,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"300,000,000",Investment Grade,5.6493580,84.2,"300,000,000",United States,Oil and Gas,BBB-,Actual,Rating Outlook Positive,,Foreign
Manufacturers and Traders Trust Co,MTBXM,4.0000,14/07/2024,25/06/2014,US71270QEB86,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"400,000,000",Investment Grade,5.4083500,59.7,"400,000,000",United States,Banking,A,Actual,Rating Outlook Negative,,Foreign
Legg Mason Inc,LMICL,3.9500,14/07/2024,25/06/2014,US524901AT22,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"250,000,000",Investment Grade,5.5683170,76.1,"250,000,000",United States,Securities,WD,Actual,,,Foreign
Monsanto Co,BAYGO,3.3750,14/07/2024,30/06/2014,US61166WAU53,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"750,000,000",Investment Grade,6.1698330,136.4,"140,523,000",Germany,Chemicals,BBB+,Actual,Rating Outlook Stable,,Foreign
Berlin Hyp AG,LKBFR,1.5200,14/07/2024,13/07/2014,DE000BHY0AU8,Euro,Germany,Corporate,Hypothekenpfandbrief (Covered Bond),Plain Vanilla Fixed Coupon,"144,719,351",Investment Grade,3.5889150,62.1,"135,000,000",Germany,Banking,A-,Actual,Rating Outlook Stable,,Foreign
Acea SpA,ACEX,2.6250,14/07/2024,14/07/2014,XS1087831688,Euro,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"643,197,118",Investment Grade,3.9701630,99.5,"600,000,000",Italy,Utility - Other,BBB+,Actual,Rating Outlook Stable,,Foreign
Symetra Financial Corp,SMTLIS,4.2500,14/07/2024,3/08/2014,US87151QAC06,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"250,000,000",Investment Grade,6.1283210,132.2,"250,000,000",Japan,Financial - Other,WD,Actual,,,Foreign
Molson Coors Beverage Co,TAP,1.2500,14/07/2024,6/07/2016,XS1440976535,Euro,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"857,596,157",Investment Grade,3.8603580,88.8,"800,000,000",United States,Beverage/Bottling,WD,Actual,,,Foreign
Intrum AB,INTRU,3.1250,14/07/2024,25/06/2017,XS1634532748,Euro,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"964,795,677",High Yield,4.7399060,176.6,"469,000,000",Sweden,Service - Other,BB,Actual,Rating Outlook Negative,,Foreign
Intrum AB,INTRU,3.1250,14/07/2024,25/06/2017,XS1634534017,Euro,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"964,795,677",High Yield,4.6902810,177.2,"469,000,000",Sweden,Service - Other,BB,Actual,Rating Outlook Negative,,Foreign
Santander Consumer Finance SA,SANCN,0.4820,15/07/2024,15/07/2019,XS2024529658,Japanese Yen,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"139,728,096",Investment Grade,1.4286110,150.1,"18,500,000,000",Spain,Banking,A-,Actual,Rating Outlook Stable,,Foreign
Sumitomo Mitsui Financial Group Inc,SUMFG,2.6960,15/07/2024,15/07/2019,US86562MBM10,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"2,000,000,000",Investment Grade,5.5173910,71.2,"2,000,000,000",Japan,Banking,A-,Actual,Rating Outlook Stable,,Foreign
Royal Bank of Canada,RY,2.5500,15/07/2024,15/07/2019,US78013XZU52,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"1,250,000,000",Investment Grade,5.2373930,43.1,"1,250,000,000",Canada,Banking,AA-,Actual,Rating Outlook Stable,,Foreign
ArcelorMittal SA,MT,3.6000,15/07/2024,15/07/2019,US03938LBB99,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"750,000,000",Investment Grade,5.3959380,58.9,"289,892,000",Luxembourg,Metals/Mining,WD,Actual,Rating Outlook Stable,,Foreign
Central China Real Estate Ltd,CNTCN,7.2500,15/07/2024,15/01/2020,XS2102302200,US Dollar,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"200,000,000",High Yield,125.4654440,--,"200,000,000",British Virgin Islands,Service - Other,C,Actual,,,Foreign
Dexia Credit Local SA,DEXID,0.5000,15/07/2024,15/07/2021,US25214BBB99,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"1,000,000,000",Investment Grade,5.1473530,34.2,"1,000,000,000",Belgium,Banking,BBB+,Actual,Rating Outlook Stable,,Foreign
Dexia Credit Local SA,DEXID,0.5000,15/07/2024,15/07/2021,XS2364418223,US Dollar,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"1,000,000,000",Investment Grade,5.1375210,34.4,"1,000,000,000",Belgium,Banking,BBB+,Actual,Rating Outlook Stable,,Foreign
Goldman Sachs Group Inc,GS,4.2329,15/07/2024,15/07/2021,US38150AGZ21,US Dollar,United States,Corporate,Note,Fixed then Floating,"154,350,000",Investment Grade,6.1403240,--,"154,350,000",United States,Banking,A,Actual,Rating Outlook Stable,,Foreign
Banca Monte dei Paschi di Siena SpA,BMPS,2.8750,15/07/2024,15/07/2014,IT0005038283,Euro,Italy,Corporate,Obbligazione Bancaria Garantita (Covered Bond),Plain Vanilla Fixed Coupon,"1,607,992,796",Investment Grade,4.0262230,105.1,"1,500,000,000",Italy,Banking,B+,Actual,Rating Outlook Stable,,Foreign
John Deere Financial Inc,JODCAH,1.0900,16/07/2024,16/09/2021,CA47788ZAK71,Canadian Dollar,Canada,Corporate,Note,Plain Vanilla Fixed Coupon,"300,075,018",Investment Grade,4.8910000,30.6,"400,000,000",United States,Financial - Other,A+,Actual,Rating Outlook Stable,,Foreign
Societe Generale SFH SA,SOGNER,0.4100,16/07/2024,16/07/2018,FR0013349719,Euro,France,Corporate,Obligation de Financement de l'Habitat (Covered Bond),Plain Vanilla Fixed Coupon,"535,997,598",Investment Grade,3.6082410,64.1,"500,000,000",France,Financial - Other,WD,Actual,,,Foreign
Bank of Montreal,BMO,4.3239,16/07/2024,16/07/2019,AU3FN0049011,Australian Dollar,Australia,Corporate,Note,Fixed Margin over Index,"313,425,039",Investment Grade,4.3164320,--,"450,000,000",Canada,Banking,AA-,Actual,Rating Outlook Negative,,Foreign
Bank of Montreal,BMO,2.1000,16/07/2024,16/07/2019,AU3CB0264968,Australian Dollar,Australia,Corporate,Note,Plain Vanilla Fixed Coupon,"208,950,026",Investment Grade,4.9383930,136.7,"300,000,000",Canada,Banking,AA-,Actual,Rating Outlook Negative,,Foreign
Bayerische Landesbank,BLGG,0.2200,16/07/2024,16/07/2020,DE000BLB82B4,Euro,Germany,Corporate,Inhaberschuldverschreibung,Plain Vanilla Fixed Coupon,"107,199,519",Investment Grade,4.4073540,142.3,"100,000,000",Germany,Banking,A-,Actual,Rating Outlook Stable,,Foreign
InterCement Financial Operations BV,PMORRI,5.7500,16/07/2024,16/07/2014,USN20137AD23,US Dollar,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"750,000,000",High Yield,27.6344540,"2,290.9","587,332,000",Brazil,Financial - Other,WD,Actual,,,Foreign
InterCement Financial Operations BV,PMORRI,5.7500,16/07/2024,16/07/2014,US17186LAA17,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"750,000,000",High Yield,25.8868150,"2,114.5","587,332,000",Brazil,Financial - Other,WD,Actual,,,Foreign
Walmart Inc,WMT,0.2980,17/07/2024,17/07/2017,XS1645684157,Japanese Yen,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"302,114,803",Investment Grade,0.5411150,61.0,"40,000,000,000",United States,Retail Stores - Other,AA,Actual,Rating Outlook Stable,,Foreign
RCI Banque SA,RENARB,0.5000,17/07/2024,17/07/2019,CH0419041311,Swiss Franc,Switzerland,Corporate,Bond,Plain Vanilla Fixed Coupon,"217,580,504",Investment Grade,2.8670440,142.0,"200,000,000",France,Financial - Other,WD,Actual,,,Foreign
Mitsubishi UFJ Financial Group Inc,MTFGI,2.8010,17/07/2024,17/07/2019,US606822BJ24,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"1,000,000,000",Investment Grade,5.2694850,46.5,"1,000,000,000",Japan,Banking,A-,Actual,Rating Outlook Stable,,Foreign
Lloyds Bank Corporate Markets PLC,LLOYM,0.0000,17/07/2024,17/07/2019,XS2029675407,Swiss Franc,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"81,327,260",Investment Grade,--,--,"75,000,000",United Kingdom,Banking,A+,Actual,Rating Outlook Stable,,Foreign
Bank of Queensland Ltd,BOQ,4.3500,17/07/2024,30/07/2019,AU3FN0049094,Australian Dollar,Australia,Corporate,Note,Fixed Margin over Index,"69,650,008",Investment Grade,4.2470220,--,"100,000,000",Australia,Banking,A-,Actual,Rating Outlook Stable,,Foreign
Barclays Bank PLC,BARCR,3.9000,17/07/2024,17/07/2022,XS2377617159,Chinese Yuan,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"114,784,138",Investment Grade,3.5980990,124.0,"783,000,000",United Kingdom,Banking,A+,Actual,Rating Outlook Stable,,Foreign
Compagnie de Saint Gobain SA,SGOB,2.5340,17/07/2024,17/01/2023,XS2576245364,Euro,Eurobond,Corporate,Note,Fixed Margin over Index,"535,997,598",Investment Grade,2.8404080,--,"500,000,000",France,Conglomerate/Diversified Mfg,BBB+,Actual,Rating Outlook Stable,,Foreign
Stifel Financial Corp,SF,4.2500,17/07/2024,17/07/2014,US860630AD42,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"500,000,000",Investment Grade,5.5955050,79.1,"500,000,000",United States,Securities,BBB+,Actual,Rating Outlook Stable,,Foreign
Commonwealth Bank of Australia,CBA,2.2000,17/07/2024,17/07/2014,XS1086895106,Japanese Yen,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"2,289,202",Investment Grade,--,--,"300,000,000",Australia,Banking,A+,Actual,Rating Outlook Stable,,Foreign
Digital Stout Holding LLC,DLRDI,2.7500,18/07/2024,20/07/2017,XS1649231856,British Pound,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"303,375,967",Investment Grade,5.2958590,151.7,"250,000,000",United States,Service - Other,WD,Actual,,,Foreign
Financiera Independencia SAB de CV SOFOM ENR,FINDE,8.0000,18/07/2024,18/07/2017,USP4173SAF13,US Dollar,Eurobond,Corporate,Bond,Plain Vanilla Fixed Coupon,"250,000,000",High Yield,44.0753320,"3,941.0","165,120,000",Mexico,Financial - Other,BB-,Actual,Rating Outlook Stable,,Foreign
Financiera Independencia SAB de CV SOFOM ENR,FINDE,8.0000,18/07/2024,18/07/2017,US31770BAC28,US Dollar,United States,Corporate,Bond,Plain Vanilla Fixed Coupon,"250,000,000",High Yield,44.0753320,"3,939.9","165,120,000",Mexico,Financial - Other,BB-,Actual,Rating Outlook Stable,,Foreign
Korea Hydro & Nuclear Power Co Ltd,KEPCOH,0.0000,18/07/2024,18/07/2019,CH0485445958,Swiss Franc,Switzerland,Corporate,Bond,Plain Vanilla Fixed Coupon,"217,580,504",Investment Grade,2.3828080,94.1,"200,000,000",South Korea,Utility - Other,AA-,Actual,Rating Outlook Stable,,Foreign
Panasonic Holdings Corp,PNSNC,2.6790,18/07/2024,18/07/2019,US69832AAB26,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"1,000,000,000",Investment Grade,5.6899590,88.8,"1,000,000,000",Japan,Electronics,BBB-,Actual,Rating Outlook Stable,,Foreign
Panasonic Holdings Corp,PNSNC,2.6790,18/07/2024,18/07/2019,USJ6354YAP90,US Dollar,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"1,000,000,000",Investment Grade,5.6756440,88.6,"1,000,000,000",Japan,Electronics,BBB-,Actual,Rating Outlook Stable,,Foreign
KT Corp,KTCRP,0.3300,18/07/2024,18/07/2019,JP541017BK72,Japanese Yen,Japan,Corporate,Bond,Plain Vanilla Fixed Coupon,"3,021,148",Investment Grade,0.7670000,84.6,"400,000,000",South Korea,Telecommunications,A,Actual,Rating Outlook Stable,,Foreign
Jefferies Financial Group Inc,JEF,1.0000,18/07/2024,18/07/2019,XS2030530450,Euro,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"535,997,598",Investment Grade,4.1522190,117.5,"500,000,000",United States,Financial - Other,BBB,Actual,Rating Outlook Positive,,Foreign
Mitsubishi UFJ Financial Group Inc,MTFGI,0.3390,18/07/2024,18/07/2019,XS2028899727,Euro,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"535,997,598",Investment Grade,3.5840860,61.8,"500,000,000",Japan,Banking,A-,Actual,Rating Outlook Stable,,Foreign
Ford Motor Credit Company LLC,FMCRT,1.7440,18/07/2024,19/02/2020,XS2116728895,Euro,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"911,195,917",High Yield,4.6680600,167.9,"850,000,000",United States,Financial - Other,BB+,Actual,Rating Outlook Positive,,Foreign
Korea Investment & Securities Co Ltd,KOINVS,1.3750,18/07/2024,18/07/2021,XS2363709762,US Dollar,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"300,000,000",Investment Grade,6.2457070,145.8,"300,000,000",South Korea,Securities,WD,Actual,,,Foreign
Toyota Motor Finance Netherlands BV,TOYOTF,3.1500,18/07/2024,18/07/2022,XS2502027258,Singapore Dollar,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"143,039,975",Investment Grade,4.3472620,72.3,"190,000,000",Japan,Financial - Other,A+,Actual,Rating Outlook Stable,,Foreign
Bpce SA,BPCE,2.7850,18/07/2024,18/07/2022,FR001400BRG8,Euro,France,Corporate,Bond,Fixed Margin over Index,"215,859,173",Investment Grade,--,--,"200,000,000",France,Banking,A+,Actual,Rating Outlook Negative,,Foreign
Societe Generale SA,SOGN,4.0000,18/07/2024,18/07/2022,FR001400BSI2,Chinese Yuan,France,Corporate,Bond,Plain Vanilla Fixed Coupon,"118,009,235",Investment Grade,4.0374790,167.0,"805,000,000",France,Banking,A-,Actual,Rating Outlook Stable,,Foreign
Bpce SA,BPCE,3.0000,18/07/2024,19/01/2014,FR0011689579,Euro,France,Corporate,Note,Plain Vanilla Fixed Coupon,"803,996,398",Investment Grade,3.5957020,63.0,"750,000,000",France,Banking,A+,Actual,Rating Outlook Negative,,Foreign
Deutsche Bank Ag (London Branch),DBKGUK,0.0000,19/07/2024,19/07/2012,XS0789520839,South African Rand,Eurobond,Corporate,Note,Zero Coupon,"61,602,562",Investment Grade,10.2098060,232.3,"1,100,000,000",Germany,Banking,BBB+,Actual,Rating Outlook Positive,,Foreign
Bpce SA,BPCE,0.2000,19/07/2024,19/07/2017,FR0013269586,Swiss Franc,France,Corporate,Bond,Plain Vanilla Fixed Coupon,"108,790,252",Investment Grade,2.3241290,87.6,"100,000,000",France,Banking,A+,Actual,Rating Outlook Negative,,Foreign
Bpce SA,BPCE,5.1500,20/07/2024,20/01/2014,US05578QAB95,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"1,500,000,000",Investment Grade,6.1316710,132.1,"1,500,000,000",France,Banking,A+,Actual,Rating Outlook Negative,,Foreign
Bpce SA,BPCE,5.1500,20/07/2024,20/01/2014,US05578UAB08,US Dollar,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"1,500,000,000",Investment Grade,6.1215850,132.2,"1,500,000,000",France,Banking,A+,Actual,Rating Outlook Negative,,Foreign
Veolia Environnement SA,VIE,5.5000,21/07/2024,21/07/2009,FR0010780528,Euro,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"535,997,598",Investment Grade,3.8287680,86.0,"461,000,000",France,Service - Other,BBB,Actual,Rating Outlook Stable,,Foreign
Cooperatieve Rabobank UA,RABO,2.6250,21/07/2024,21/07/2019,US74977RDF82,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"1,000,000,000",Investment Grade,5.3016290,50.1,"1,000,000,000",Netherlands,Banking,A+,Actual,Rating Outlook Stable,,Foreign
Cooperatieve Rabobank UA,RABO,2.6250,21/07/2024,21/07/2019,US74977SDF65,US Dollar,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"1,000,000,000",Investment Grade,5.2916240,50.3,"1,000,000,000",Netherlands,Banking,A+,Actual,Rating Outlook Stable,,Foreign
Bayerische Landesbank,BLGG,0.0500,21/07/2024,21/07/2019,DE000BLB7ZP1,Euro,Germany,Corporate,Inhaberschuldverschreibung,Plain Vanilla Fixed Coupon,"107,199,519",Investment Grade,4.2070930,122.9,"100,000,000",Germany,Banking,A-,Actual,Rating Outlook Stable,,Foreign
